"","key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","extensions","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","dateIdentified","continent","stateProvince","year","month","day","eventDate","modified","lastInterpreted","license","identifiers","facts","relations","gadm.level0.gid","gadm.level0.name","gadm.level1.gid","gadm.level1.name","gadm.level2.gid","gadm.level2.name","gadm.level3.gid","gadm.level3.name","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","country","rightsHolder","recordNumber","identifier","municipality","locality","datasetName","gbifID","collectionCode","language","occurrenceID","type","recordedBy","catalogNumber","institutionCode","ownerInstitutionCode","occurrenceRemarks","identifiedBy","name","gadm","elevation","elevationAccuracy","otherCatalogNumbers","coordinateUncertaintyInMeters","references","http...unknown.org.nick","verbatimEventDate","verbatimLocality","taxonID","http...unknown.org.occurrenceDetails","rights","eventTime","identificationID","fieldNotes","habitat","samplingEffort","county","samplingProtocol","institutionID","preparations","verbatimElevation","nomenclaturalCode","georeferenceProtocol","endDayOfYear","startDayOfYear","collectionID","individualCount","georeferencedDate","georeferencedBy","georeferenceVerificationStatus","georeferenceRemarks","higherGeography","fieldNumber","previousIdentifications","higherClassification","georeferenceSources","nomenclaturalStatus","bibliographicCitation","dynamicProperties","identificationQualifier","vernacularName","accessRights","identificationRemarks","informationWithheld","organismID","locationID","datasetID","verbatimCoordinateSystem","http...unknown.org.recordId","reproductiveCondition","typeStatus","typifiedName","projectId","organismQuantity","organismQuantityType","eventID","http...rs.tdwg.org.dwc.terms.organismQuantity","http...rs.tdwg.org.dwc.terms.organismQuantityType","recordedByIDs.type","recordedByIDs.value","http...unknown.org.rights","http...unknown.org.language","http...unknown.org.rightsHolder","eventRemarks","taxonRemarks",".val",".equ",".zer",".cap",".cen",".otl",".gbf",".inst",".summary"
"50",2464814637,"Ziziphus joazeiro Mart.",-11.513091,-37.571094,"gass84","76823beb-2f33-47a6-96a1-ccd2df47ac28","9243118c-e750-412b-91f4-ac987666eee1","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2020-11-09T12:12:34.375+0000","2020-11-09T12:12:51.496+0000",249,"none","PRESERVED_SPECIMEN","PRESENT",3876019,6,7707728,220,691,2407,7273809,8910944,8910944,"Sarcomphalus joazeiro (Mart.) Hauenschild","Plantae","Tracheophyta","Rosales","Rhamnaceae","Sarcomphalus","Sarcomphalus joazeiro","Ziziphus","joazeiro","SPECIES","SYNONYM","2016-05-19T00:00:00","SOUTH_AMERICA","Sergipe",2016,3,31,"2016-03-31T00:00:00","2019-11-27T16:52:12.000+0000","2020-11-09T12:12:51.496+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","BRA","Brazil","BRA.26_1","Sergipe","BRA.26.26_1","Indiaroba","BRA.26.26.1_1","Indiaroba","WGS84","Magnoliopsida","BR","none","none","Brazil","ASE - Herbário da Universidade Federal de Sergipe","106","BRA:UFS:ASE:37523","São Cristóvão","Rodovia João Bebe Água (SE-095)","ASE - Herbário da Universidade Federal de Sergipe",2464814637,"ASE","pt","BRA:UFS:ASE:37523","Collection","Nunes, SS; Félix, G J; Souza, JO; Neto. A. M.S.","37523","Universidade Federal de Sergipe","Universidade Federal de Sergipe","Árvore ca. 3 metros de altura.; Mata Atlântica","Nunes, SS","Ziziphus joazeiro Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"51",1270108953,"Ziziphus joazeiro Mart.",-8.378889,-36.370278,"gass84","f45c5ee0-e5ec-42e3-a80a-07318144efa4","202d5f34-ff58-4ad7-964f-c947ce18078e","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2020-11-09T12:09:16.796+0000","2020-11-09T12:11:29.792+0000",238,"none","PRESERVED_SPECIMEN","PRESENT",3876019,6,7707728,220,691,2407,7273809,8910944,8910944,"Sarcomphalus joazeiro (Mart.) Hauenschild","Plantae","Tracheophyta","Rosales","Rhamnaceae","Sarcomphalus","Sarcomphalus joazeiro","Ziziphus","joazeiro","SPECIES","SYNONYM","2016-04-29T00:00:00","SOUTH_AMERICA","Pernambuco",2016,4,15,"2016-04-15T00:00:00","2019-02-15T13:49:13.000+0000","2020-11-09T12:11:29.792+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","BRA","Brazil","BRA.17_1","Pernambuco","BRA.17.19_1","Belo Jardim","BRA.17.19.1_1","Água Fria","WGS84","Magnoliopsida","BR","none","none","Brazil","IPA - Herbário - IPA Dárdano de Andrade Lima","2","BRA:IPA:IPA:91081","Brejo da Madre de Deus","centro da cidade em Horta Comunitária de Farmácia Popular.","IPA - Herbário - IPA Dárdano de Andrade Lima",1270108953,"IPA","pt","BRA:IPA:IPA:91081","Collection","Silva, T.L.L. da","91081","IPA","Empresa Pernambucana de Pesquisa Agropecuária","Material botânico em estudo para fim de projeto junto ao Depto. de Bioquímica-UFPE, sob a orientação do Prof. Dr. Marcelo Alves.; Árvode ca. 4m de altura; flores verde, espinhos; fruto verde. Uso medicinal.","Rita Pereira","Ziziphus joazeiro Mart.",NA,627,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"52",1303206252,"Ziziphus joazeiro Mart.",-3,-39,"gass84","ca7f81ae-ebf9-43a8-947c-535a87fe5aec","4d653db1-17d5-4565-99a5-d88643e240ce","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2020-11-09T12:10:31.861+0000","2020-11-09T12:10:54.828+0000",241,"none","PRESERVED_SPECIMEN","PRESENT",3876019,6,7707728,220,691,2407,7273809,8910944,8910944,"Sarcomphalus joazeiro (Mart.) Hauenschild","Plantae","Tracheophyta","Rosales","Rhamnaceae","Sarcomphalus","Sarcomphalus joazeiro","Ziziphus","joazeiro","SPECIES","SYNONYM","2016-05-24T00:00:00","SOUTH_AMERICA","Ceará",2016,4,29,"2016-04-29T00:00:00","2019-10-11T12:46:40.000+0000","2020-11-09T12:10:54.828+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",NA,NA,NA,NA,NA,NA,NA,NA,"WGS84","Magnoliopsida","BR","none","none","Brazil","EAC - Herbário Prisco Bezerra","31","BRA:UFC:EAC:59348","São Gonçalo do Amarante","Fazenda Alvorada., substrato terrícola.","EAC - Herbário Prisco Bezerra",1303206252,"EAC","pt","BRA:UFC:EAC:59348","Collection","Veras Santos, J.L.","59348","Universidade Federal do Ceará","Universidade Federal do Ceará","Árvore, fruto drupa, no Talhão 10 da área de manejo florestal.; Caatinga arbórea-arbustiva secundária.","Veras Santos, J.L.","Ziziphus joazeiro Mart.","none",74,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"53",1702645891,"Ziziphus joazeiro Mart.",-3.748528,-40.371972,"gass84","ca7f81ae-ebf9-43a8-947c-535a87fe5aec","4d653db1-17d5-4565-99a5-d88643e240ce","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2020-11-09T12:10:31.861+0000","2020-11-09T12:10:55.919+0000",241,"none","PRESERVED_SPECIMEN","PRESENT",3876019,6,7707728,220,691,2407,7273809,8910944,8910944,"Sarcomphalus joazeiro (Mart.) Hauenschild","Plantae","Tracheophyta","Rosales","Rhamnaceae","Sarcomphalus","Sarcomphalus joazeiro","Ziziphus","joazeiro","SPECIES","SYNONYM",NA,"SOUTH_AMERICA","Ceará",2016,4,26,"2016-04-26T00:00:00","2019-10-11T12:46:40.000+0000","2020-11-09T12:10:55.919+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","BRA","Brazil","BRA.6_1","Ceará","BRA.6.167_1","Sobral","BRA.6.167.3_1","Bonfim","WGS84","Magnoliopsida","BR","none","none","Brazil","EAC - Herbário Prisco Bezerra","115","BRA:UFC:EAC:60713","Sobral","EMBRAPA Caprinos e Ovinos, área sucessional próximo a de 25 anos.","EAC - Herbário Prisco Bezerra",1702645891,"EAC","pt","BRA:UFC:EAC:60713","Collection","Oliveira, C.","60713","Universidade Federal do Ceará","Universidade Federal do Ceará","Árvore.",NA,"Ziziphus joazeiro Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"54",2864592752,"Ziziphus joazeiro Mart.",-6.046462,-38.46058,"cdround,gass84","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2020-11-08T15:17:22.361+0000","2020-11-08T17:08:49.402+0000",239,"none","HUMAN_OBSERVATION","PRESENT",3876019,6,7707728,220,691,2407,7273809,8910944,8910944,"Sarcomphalus joazeiro (Mart.) Hauenschild","Plantae","Tracheophyta","Rosales","Rhamnaceae","Sarcomphalus","Sarcomphalus joazeiro","Ziziphus","joazeiro","SPECIES","SYNONYM","2020-09-12T13:06:36",NA,"Ceará",2016,8,29,"2016-08-29T10:11:29","2020-09-12T16:04:03.000+0000","2020-11-08T17:08:49.402+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","BRA","Brazil","BRA.6_1","Ceará","BRA.6.139_1","Pereiro","BRA.6.139.2_1","Pereiro","WGS84","Magnoliopsida","BR","none","none","Brazil","Daniela Aquino",NA,"59311256",NA,NA,"iNaturalist research-grade observations",2864592752,"Observations",NA,"https://www.inaturalist.org/observations/59311256",NA,"Daniela Aquino","59311256","iNaturalist",NA,NA,"Daniela Aquino","Ziziphus joazeiro Mart.",NA,NA,NA,NA,263,"https://www.inaturalist.org/observations/59311256","danielaaquino","2016-08-29 10:11:29 AM GMT-03:00","Pereiro - CE",601723,"https://www.inaturalist.org/observations/59311256","© Daniela Aquino some rights reserved","13:11:29Z",129737472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"56",2285835207,"Ziziphus joazeiro Mart.",-8.535278,-40.118611,"gass84","afae313d-2283-49fc-97fd-6825da4cb49b","903d4412-04a3-47c7-8584-7911a3d7e2d1","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2020-11-09T12:11:00.042+0000","2020-11-09T12:11:10.029+0000",247,"none","PRESERVED_SPECIMEN","PRESENT",3876019,6,7707728,220,691,2407,7273809,8910944,8910944,"Sarcomphalus joazeiro (Mart.) Hauenschild","Plantae","Tracheophyta","Rosales","Rhamnaceae","Sarcomphalus","Sarcomphalus joazeiro","Ziziphus","joazeiro","SPECIES","SYNONYM","2016-10-05T00:00:00",NA,"Pernambuco",2016,9,28,"2016-09-28T00:00:00","2020-03-10T14:23:22.000+0000","2020-11-09T12:11:10.029+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","BRA","Brazil","BRA.17_1","Pernambuco","BRA.17.143_1","Santa Maria da Boa Vista","BRA.17.143.3_1","Urimama","WGS84","Magnoliopsida","BR","none","none","Brazil","HTSA - Herbário do Trópico Semiárido","3909","BRA:CPATSA:HTSA:7386","Ouricuri","Sítio Boa Vista, Riacho do Capim Grosso.","HTSA - Herbário do Trópico Semiárido",2285835207,"HTSA","pt","BRA:CPATSA:HTSA:7386","Collection","Fontana, A.P.; Silva, J.R.","7386","Empresa Brasileira de Pesquisa Agropecuária","Empresa Brasileira de Pesquisa Agropecuária","Árvore ca. 8m. Frutos imaturos verdes e quando maduros amarelados; Caatinga","Fontana, A.P.","Ziziphus joazeiro Mart.",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"57",2382969103,"Ziziphus joazeiro Mart.",-6.84001,-35.959993,"gass84","c9bc6b8d-a4ff-4a47-9cff-d0d1b9e548c7","f4cf14c8-58db-4947-a93c-e43f2b7fe171","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2020-11-09T12:22:37.695+0000","2020-11-09T12:23:07.500+0000",237,"none","PRESERVED_SPECIMEN","PRESENT",3876019,6,7707728,220,691,2407,7273809,8910944,8910944,"Sarcomphalus joazeiro (Mart.) Hauenschild","Plantae","Tracheophyta","Rosales","Rhamnaceae","Sarcomphalus","Sarcomphalus joazeiro","Ziziphus","joazeiro","SPECIES","SYNONYM","2017-03-07T00:00:00","SOUTH_AMERICA","Paraíba",2016,11,17,"2016-11-17T00:00:00","2020-04-22T19:23:26.000+0000","2020-11-09T12:23:07.500+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","BRA","Brazil","BRA.15_1","Paraíba","BRA.15.22_1","Barra de Santa Rosa","BRA.15.22.1_1","Barra de Santa Rosa","WGS84","Magnoliopsida","BR","none","none","Brazil","JPB - Herbário Lauro Pires Xavier","5","BRA:UFPB:JPB:IFNPBRAPA5","Guarabira",NA,"JPB - Herbário Lauro Pires Xavier",2382969103,"JPB","pt","BRA:UFPB:JPB:IFNPBRAPA5","Collection","Almeida, RAP","IFNPBRAPA5","UFPB","Universidade Federal da Paraíba","; DESC: Árvore. Conglomerado IFN-PB-46. Subunidade 1. Subparcela 9. Indivíduo RN.","Figueira, M","Ziziphus joazeiro Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"58",2449862430,"Ziziphus joazeiro Mart.",-6.840011,-35.280025,"gass84","c9bc6b8d-a4ff-4a47-9cff-d0d1b9e548c7","f4cf14c8-58db-4947-a93c-e43f2b7fe171","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2020-11-09T12:22:37.695+0000","2020-11-09T12:23:08.186+0000",237,"none","PRESERVED_SPECIMEN","PRESENT",3876019,6,7707728,220,691,2407,7273809,8910944,8910944,"Sarcomphalus joazeiro (Mart.) Hauenschild","Plantae","Tracheophyta","Rosales","Rhamnaceae","Sarcomphalus","Sarcomphalus joazeiro","Ziziphus","joazeiro","SPECIES","SYNONYM","2017-09-28T00:00:00","SOUTH_AMERICA","Paraíba",2016,11,29,"2016-11-29T00:00:00","2020-04-22T19:23:26.000+0000","2020-11-09T12:23:08.186+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","BRA","Brazil","BRA.15_1","Paraíba","BRA.15.91_1","Itapororoca","BRA.15.91.1_1","Itapororoca","WGS84","Magnoliopsida","BR","none","none","Brazil","JPB - Herbário Lauro Pires Xavier","29","BRA:UFPB:JPB:IFNPBADVG29","Itapororoca",NA,"JPB - Herbário Lauro Pires Xavier",2449862430,"JPB","pt","BRA:UFPB:JPB:IFNPBADVG29","Collection","Gomes, ADV","IFNPBADVG29","UFPB","Universidade Federal da Paraíba","; DESC: Árvore. Conglomerado IFN-PB-47. Subunidade 4. Subparcela 10. Indivíduo 4.","Figueira, M","Ziziphus joazeiro Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"59",2449862858,"Ziziphus joazeiro Mart.",-6.479993,-35.460016,"gass84","c9bc6b8d-a4ff-4a47-9cff-d0d1b9e548c7","f4cf14c8-58db-4947-a93c-e43f2b7fe171","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2020-11-09T12:22:37.695+0000","2020-11-09T12:23:11.823+0000",237,"none","PRESERVED_SPECIMEN","PRESENT",3876019,6,7707728,220,691,2407,7273809,8910944,8910944,"Sarcomphalus joazeiro (Mart.) Hauenschild","Plantae","Tracheophyta","Rosales","Rhamnaceae","Sarcomphalus","Sarcomphalus joazeiro","Ziziphus","joazeiro","SPECIES","SYNONYM","2017-09-28T00:00:00","SOUTH_AMERICA","Paraíba",2016,11,22,"2016-11-22T00:00:00","2020-04-22T19:23:26.000+0000","2020-11-09T12:23:11.823+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","BRA","Brazil","BRA.15_1","Paraíba","BRA.15.211_1","Tacima","BRA.15.211.1_1","Campo de Santana","WGS84","Magnoliopsida","BR","none","none","Brazil","JPB - Herbário Lauro Pires Xavier","25","BRA:UFPB:JPB:IFNPBRAPA25","Tacima",NA,"JPB - Herbário Lauro Pires Xavier",2449862858,"JPB","pt","BRA:UFPB:JPB:IFNPBRAPA25","Collection","Almeida, RAP","IFNPBRAPA25","UFPB","Universidade Federal da Paraíba","; DESC: Árvore. Conglomerado IFN-PB-15. Subunidade 3. Subparcela 6. Indivíduo 1.","Figueira, M","Ziziphus joazeiro Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"60",2512689085,"Ziziphus joazeiro Mart.",-9.543614,-36.451528,"gass84","a0cb1f6e-5766-4cc5-a8a0-cfc6a22c5c3d","81114709-2a6c-4e0b-908b-cb207a8708c2","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2020-11-09T12:11:01.885+0000","2020-11-09T12:11:56.612+0000",238,"none","PRESERVED_SPECIMEN","PRESENT",3876019,6,7707728,220,691,2407,7273809,8910944,8910944,"Sarcomphalus joazeiro (Mart.) Hauenschild","Plantae","Tracheophyta","Rosales","Rhamnaceae","Sarcomphalus","Sarcomphalus joazeiro","Ziziphus","joazeiro","SPECIES","SYNONYM","2018-01-01T00:00:00",NA,"Alagoas",2016,11,27,"2016-11-27T00:00:00","2020-11-05T12:05:03.000+0000","2020-11-09T12:11:56.612+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","BRA","Brazil","BRA.2_1","Alagoas","BRA.2.96_1","Tanque d'Arca","BRA.2.96.1_1","Tanque D'Arca","WGS84","Magnoliopsida","BR","none","none","Brazil","MAC - Herbário do Instituto do Meio Ambiente do Estado de Alagoas","12982","BRA:IMA:MAC:27063","Tanque D'Arca","RPPN Santa Fé.","MAC - Herbário do Instituto do Meio Ambiente do Estado de Alagoas",2512689085,"MAC","pt","BRA:IMA:MAC:27063","Collection","M.C.S.Mota","27063","IMA","Instituto do Meio Ambiente do Estado de Alagoas","Árvore ca. 8 m. Botões florais verdes, flores cremes.; Mata Atlântica.","M.C.S.Mota","Ziziphus joazeiro Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"61",1087710439,"Ziziphus joazeiro Mart.",-13.921667,-41.118889,"gass84","a8e78a51-12b2-4ca1-8945-6d909022ef6a","6cc5aff1-f24c-4d67-a827-a666dc680b66","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2020-11-09T12:18:27.201+0000","2020-11-09T12:18:37.722+0000",231,"none","PRESERVED_SPECIMEN","PRESENT",3876019,6,7707728,220,691,2407,7273809,8910944,8910944,"Sarcomphalus joazeiro (Mart.) Hauenschild","Plantae","Tracheophyta","Rosales","Rhamnaceae","Sarcomphalus","Sarcomphalus joazeiro","Ziziphus","joazeiro","SPECIES","SYNONYM",NA,NA,"Bahia",2015,2,6,"2015-02-06T00:00:00","2020-08-05T13:19:13.000+0000","2020-11-09T12:18:37.722+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","BRA","Brazil","BRA.5_1","Bahia","BRA.5.107_1","Contendas do Sincorá","BRA.5.107.2_1","Contendas do Sincorá","WGS84","Magnoliopsida","BR","none","none","Brazil","HURB - Herbário do Recôncavo da Bahia","3859","BRA:UFRB:HURB:10502","Contendas do Sincorá","FLONA, 50m da sede, via Rio Combuca;","HURB - Herbário do Recôncavo da Bahia",1087710439,"HURB","pt","BRA:UFRB:HURB:10502","Collection","Aona, L.Y.S.; Costa, G.; Marinho, L.","10502","UFRB","Universidade Federal do Recôncavo da Bahia",NA,NA,"Ziziphus joazeiro Mart.",NA,366,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"62",1234558584,"Ziziphus joazeiro Mart.",-13.921667,-41.118889,"gass84","7741a517-ab3d-4b85-ae58-56322e44c8ce","d073b448-6b80-4364-8c38-18d08b88797f","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2020-11-09T12:28:48.219+0000","2020-11-09T12:31:40.964+0000",224,"none","PRESERVED_SPECIMEN","PRESENT",3876019,6,7707728,220,691,2407,7273809,8910944,8910944,"Sarcomphalus joazeiro (Mart.) Hauenschild","Plantae","Tracheophyta","Rosales","Rhamnaceae","Sarcomphalus","Sarcomphalus joazeiro","Ziziphus","joazeiro","SPECIES","SYNONYM",NA,NA,"Bahia",2015,2,6,"2015-02-06T00:00:00","2019-08-20T13:23:50.000+0000","2020-11-09T12:31:40.964+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","BRA","Brazil","BRA.5_1","Bahia","BRA.5.107_1","Contendas do Sincorá","BRA.5.107.2_1","Contendas do Sincorá","WGS84","Magnoliopsida","BR","none","none","Brazil","UEC - Herbário da Universidade Estadual de Campinas","3859","BRA:UNICAMP:UEC:185292","Contendas do Sincorá","Brasil, Bahia, Contendas do Sincorá, FLONA, 50m da sede, via Rio Combuca.","UEC - Herbário da Universidade Estadual de Campinas",1234558584,"UEC","pt","BRA:UNICAMP:UEC:185292","Collection","Aona, LYS; Costa, G; Marinho, L","185292","UNICAMP","Universidade Estadual de Campinas","Árvore ca. 15m alt., frutos imaturos verdes.",NA,"Ziziphus joazeiro Mart.",NA,377,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
