"","key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","extensions","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","dateIdentified","continent","stateProvince","year","month","day","eventDate","modified","lastInterpreted","license","identifiers","facts","relations","gadm.level0.gid","gadm.level0.name","gadm.level1.gid","gadm.level1.name","gadm.level2.gid","gadm.level2.name","gadm.level3.gid","gadm.level3.name","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","country","rightsHolder","recordNumber","identifier","municipality","locality","datasetName","gbifID","collectionCode","language","occurrenceID","type","recordedBy","catalogNumber","institutionCode","ownerInstitutionCode","occurrenceRemarks","identifiedBy","name","gadm","elevation","elevationAccuracy","otherCatalogNumbers","coordinateUncertaintyInMeters","references","http...unknown.org.nick","verbatimEventDate","verbatimLocality","taxonID","http...unknown.org.occurrenceDetails","rights","eventTime","identificationID","fieldNotes","habitat","samplingEffort","county","samplingProtocol","institutionID","preparations","verbatimElevation","nomenclaturalCode","georeferenceProtocol","endDayOfYear","startDayOfYear","collectionID","individualCount","georeferencedDate","georeferencedBy","georeferenceVerificationStatus","georeferenceRemarks","higherGeography","fieldNumber","previousIdentifications","higherClassification","georeferenceSources","nomenclaturalStatus","bibliographicCitation","dynamicProperties","identificationQualifier","vernacularName","accessRights","identificationRemarks","informationWithheld","organismID","locationID","datasetID","verbatimCoordinateSystem","http...unknown.org.recordId","reproductiveCondition","typeStatus","typifiedName","projectId","organismQuantity","organismQuantityType","eventID","http...rs.tdwg.org.dwc.terms.organismQuantity","http...rs.tdwg.org.dwc.terms.organismQuantityType","recordedByIDs.type","recordedByIDs.value","http...unknown.org.rights","http...unknown.org.language","http...unknown.org.rightsHolder","eventRemarks","taxonRemarks",".val",".equ",".zer",".cap",".cen",".otl",".gbf",".inst",".summary"
"265",1258133154,"Ziziphus joazeiro Mart.",-7.472778,-36.888611,"cdround,gass84,osiic","7bd65a7a-f762-11e1-a439-00145eb45e9a","90fd6680-349f-11d8-aa2d-b8a03c50a862","c4e134d3-c68f-406d-a116-6a37895602e0","US","DWC_ARCHIVE","2020-11-10T00:09:59.244+0000","2020-11-10T01:15:29.251+0000",142,"none","PRESERVED_SPECIMEN","PRESENT",3876019,6,7707728,220,691,2407,7273809,8910944,8910944,"Sarcomphalus joazeiro (Mart.) Hauenschild","Plantae","Tracheophyta","Rosales","Rhamnaceae","Sarcomphalus","Sarcomphalus joazeiro","Ziziphus","joazeiro","SPECIES","SYNONYM","2010-01-01T00:00:00","SOUTH_AMERICA","Paraíba",2010,2,20,"2010-02-20T00:00:00","2015-04-01T15:22:00.000+0000","2020-11-10T01:15:29.251+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","BRA","Brazil","BRA.15_1","Paraíba","BRA.15.191_1","São José dos Cordeiros","BRA.15.191.1_1","São José dos Cordeiros","WGS84","Magnoliopsida","BR","none","none","Brazil","Missouri Botanical Garden","Costa 61","urn:catalog:MO:Tropicos:100803664",NA,"RPPN Fazenda Almas: Lajedo Aveloz Caatinga. Geo-referenciamento da Coleção do Herbário JPB. Base Cartográfica do IBGE (Carta de 50.000 Datum-Sad69). Sede do Município.","Tropicos",1258133154,"MO",NA,"urn:catalog:MO:Tropicos:100803664","PhysicalObject","R.M.T. Costa|et al.","100803664","MO","MOBOT",NA,"R.M.T. Costa","Ziziphus joazeiro Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,27500135,NA,NA,NA,NA,NA,NA,NA,"São José dos Cordeiros",NA,NA,NA,NA,"ICNafp",NA,NA,NA,"http://biocol.org/urn:lsid:biocol.org:col:15859",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No opinion","http://www.tropicos.org/Specimen/100803664",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"266",2464792107,"Ziziphus joazeiro Mart.",-9.66,-37.789167,"gass84","76823beb-2f33-47a6-96a1-ccd2df47ac28","9243118c-e750-412b-91f4-ac987666eee1","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2020-11-09T12:12:34.375+0000","2020-11-09T12:12:51.162+0000",249,"none","PRESERVED_SPECIMEN","PRESENT",3876019,6,7707728,220,691,2407,7273809,8910944,8910944,"Sarcomphalus joazeiro (Mart.) Hauenschild","Plantae","Tracheophyta","Rosales","Rhamnaceae","Sarcomphalus","Sarcomphalus joazeiro","Ziziphus","joazeiro","SPECIES","SYNONYM","2010-05-01T00:00:00","SOUTH_AMERICA","Sergipe",2010,2,21,"2010-02-21T00:00:00","2019-11-27T16:52:11.000+0000","2020-11-09T12:12:51.162+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","BRA","Brazil","BRA.26_1","Sergipe","BRA.26.11_1","Canindé de São Francisco","BRA.26.11.1_1","Canindé de São Francisco","WGS84","Magnoliopsida","BR","none","none","Brazil","ASE - Herbário da Universidade Federal de Sergipe","220","BRA:UFS:ASE:15925","Canindé de São Francisco","Unid. de Conser. Monumento Natural Grota do Angico","ASE - Herbário da Universidade Federal de Sergipe",2464792107,"ASE","pt","BRA:UFS:ASE:15925","Collection","Silva, ACC; Rocha, SM","15925","Universidade Federal de Sergipe","Universidade Federal de Sergipe","Árvore, ramo com espinhos, folhas alternas, ovaladas, margens serreadas, fruto cápsula de cor verde.; Árvore, ramo com espinhos, folhas alternas, ovaladas, margens serreadas, fruto cápsula de cor verde.; Caatinga.","Silva, ACC","Ziziphus joazeiro Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"267",1087076378,"Ziziphus joazeiro Mart.",-12.950306,-44.176722,"gass84","1e0f3d99-eb02-4806-b6a4-e903568129ec","b7ea834f-8d60-40ea-ab2c-5057000f0afd","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2020-11-09T12:23:35.729+0000","2020-11-09T12:24:07.414+0000",236,"none","PRESERVED_SPECIMEN","PRESENT",3876019,6,7707728,220,691,2407,7273809,8910944,8910944,"Sarcomphalus joazeiro (Mart.) Hauenschild","Plantae","Tracheophyta","Rosales","Rhamnaceae","Sarcomphalus","Sarcomphalus joazeiro","Ziziphus","joazeiro","SPECIES","SYNONYM",NA,NA,"Bahia",2010,3,13,"2010-03-13T00:00:00","2020-09-25T13:39:55.000+0000","2020-11-09T12:24:07.414+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","BRA","Brazil","BRA.5_1","Bahia","BRA.5.347_1","Santana","BRA.5.347.2_1","Santana","WGS84","Magnoliopsida","BR","none","none","Brazil","UFP - Herbário UFP - Geraldo Mariz","506","BRA:UFPE:UFP:61494",NA,"BR464","UFP - Herbário UFP - Geraldo Mariz",1087076378,"UFP","pt","BRA:UFPE:UFP:61494","Collection","Arns, KY; Alves, M; Pinheiro, K; Cavalcanti, D; et al.","61494","UFPE","Universidade Federal de Pernambuco","árvore aprox. 3m de altura, frutos brancos.; Cerrado estrada para santana.",NA,"Ziziphus joazeiro Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"268",1702652503,"Ziziphus joazeiro Mart.",-6.983611,-38.455166,"gass84","b18aa640-0367-4956-a6a4-5f07141127f1","6bfada01-036d-455a-b332-081dbe226a05","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2020-11-02T18:56:14.216+0000","2020-11-02T18:56:25.589+0000",235,"none","PRESERVED_SPECIMEN","PRESENT",3876019,6,7707728,220,691,2407,7273809,8910944,8910944,"Sarcomphalus joazeiro (Mart.) Hauenschild","Plantae","Tracheophyta","Rosales","Rhamnaceae","Sarcomphalus","Sarcomphalus joazeiro","Ziziphus","joazeiro","SPECIES","SYNONYM","2011-03-15T00:00:00","SOUTH_AMERICA","Paraíba",2010,3,25,"2010-03-25T00:00:00","2020-10-01T17:31:27.000+0000","2020-11-02T18:56:25.589+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","BRA","Brazil","BRA.15_1","Paraíba","BRA.15.47_1","Cajazeiras","BRA.15.47.2_1","Engenheiro Avidos","WGS84","Magnoliopsida","BR","none","none","Brazil","HVASF - Herbário Vale do São Francisco","6596","BRA:UNIVASF:HVASF:7570","Cajazeiras","Piranhas Velhas, Açude Engenheiro Ávidos, sítio Barro Vermelho, ao lado da parede","HVASF - Herbário Vale do São Francisco",1702652503,"HVASF","pt","BRA:UNIVASF:HVASF:7570","Collection","A.P. Fontana","7570","UNIVASF","Universidade Federal do Vale do São Francisco","Árvore, ca. 6m. Furtos imaturos alaranjados.","R.B. Lima","Ziziphus joazeiro Mart.",NA,316,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"269",1702652592,"Ziziphus joazeiro Mart.",-8.309694,-39.205027,"gass84","b18aa640-0367-4956-a6a4-5f07141127f1","6bfada01-036d-455a-b332-081dbe226a05","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2020-11-02T18:56:14.216+0000","2020-11-02T18:56:28.036+0000",235,"none","PRESERVED_SPECIMEN","PRESENT",3876019,6,7707728,220,691,2407,7273809,8910944,8910944,"Sarcomphalus joazeiro (Mart.) Hauenschild","Plantae","Tracheophyta","Rosales","Rhamnaceae","Sarcomphalus","Sarcomphalus joazeiro","Ziziphus","joazeiro","SPECIES","SYNONYM","2011-03-15T00:00:00","SOUTH_AMERICA","Pernambuco",2010,3,19,"2010-03-19T00:00:00","2020-10-01T17:31:27.000+0000","2020-11-02T18:56:28.036+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","BRA","Brazil","BRA.17_1","Pernambuco","BRA.17.32_1","Cabrobó","BRA.17.32.1_1","Cabrobó","WGS84","Magnoliopsida","BR","none","none","Brazil","HVASF - Herbário Vale do São Francisco","1412","BRA:UNIVASF:HVASF:8006","Cabrobó","Pedra à margem direita da estrada para a serra de Monte Santo.","HVASF - Herbário Vale do São Francisco",1702652592,"HVASF","pt","BRA:UNIVASF:HVASF:8006","Collection","D. Araújo","8006","UNIVASF","Universidade Federal do Vale do São Francisco","Árvore. Frutos amarelos, lenticelas marrons.","R.B. Lima","Ziziphus joazeiro Mart.",NA,490,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"270",2464792295,"Ziziphus joazeiro Mart.",-10.0735,-37.0611,"gass84","76823beb-2f33-47a6-96a1-ccd2df47ac28","9243118c-e750-412b-91f4-ac987666eee1","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2020-11-09T12:12:34.375+0000","2020-11-09T12:12:51.150+0000",249,"none","PRESERVED_SPECIMEN","PRESENT",3876019,6,7707728,220,691,2407,7273809,8910944,8910944,"Sarcomphalus joazeiro (Mart.) Hauenschild","Plantae","Tracheophyta","Rosales","Rhamnaceae","Sarcomphalus","Sarcomphalus joazeiro","Ziziphus","joazeiro","SPECIES","SYNONYM","2010-05-25T00:00:00","SOUTH_AMERICA","Sergipe",2010,3,24,"2010-03-24T00:00:00","2019-11-27T16:52:11.000+0000","2020-11-09T12:12:51.150+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","BRA","Brazil","BRA.26_1","Sergipe","BRA.26.46_1","Nossa Senhora de Lourdes","BRA.26.46.1_1","Nossa Senhora de Lourdes","WGS84","Magnoliopsida","BR","none","none","Brazil","ASE - Herbário da Universidade Federal de Sergipe","15","BRA:UFS:ASE:15957","Itabi","Povoado Mata","ASE - Herbário da Universidade Federal de Sergipe",2464792295,"ASE","pt","BRA:UFS:ASE:15957","Collection","Conceição, GG; Souza, CA; Pereira, TC","15957","Universidade Federal de Sergipe","Universidade Federal de Sergipe","Frutos imaturos, caule com espinhos.; Frutos imaturos, caule com espinhos.; Caatinga.","Conceição, GG","Ziziphus joazeiro Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"271",2464792471,"Ziziphus joazeiro Mart.",-10.0735,-37.0611,"gass84","76823beb-2f33-47a6-96a1-ccd2df47ac28","9243118c-e750-412b-91f4-ac987666eee1","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2020-11-09T12:12:34.375+0000","2020-11-09T12:12:51.150+0000",249,"none","PRESERVED_SPECIMEN","PRESENT",3876019,6,7707728,220,691,2407,7273809,8910944,8910944,"Sarcomphalus joazeiro (Mart.) Hauenschild","Plantae","Tracheophyta","Rosales","Rhamnaceae","Sarcomphalus","Sarcomphalus joazeiro","Ziziphus","joazeiro","SPECIES","SYNONYM","2010-04-19T00:00:00","SOUTH_AMERICA","Sergipe",2010,3,24,"2010-03-24T00:00:00","2019-11-27T16:52:11.000+0000","2020-11-09T12:12:51.150+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","BRA","Brazil","BRA.26_1","Sergipe","BRA.26.46_1","Nossa Senhora de Lourdes","BRA.26.46.1_1","Nossa Senhora de Lourdes","WGS84","Magnoliopsida","BR","none","none","Brazil","ASE - Herbário da Universidade Federal de Sergipe","21","BRA:UFS:ASE:15956","Itabi","Povoado Mata","ASE - Herbário da Universidade Federal de Sergipe",2464792471,"ASE","pt","BRA:UFS:ASE:15956","Collection","Conceição, GG; Souza, CA; Pereira, TC","15956","Universidade Federal de Sergipe","Universidade Federal de Sergipe","Ramos com espinhos, frutos imaturos.; Ramos com espinhos, frutos imaturos.; Caatinga.","Conceição, GG","Ziziphus joazeiro Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"272",2464792840,"Ziziphus joazeiro Mart.",-9.805278,-37.684167,"gass84","76823beb-2f33-47a6-96a1-ccd2df47ac28","9243118c-e750-412b-91f4-ac987666eee1","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2020-11-09T12:12:34.375+0000","2020-11-09T12:12:51.766+0000",249,"none","PRESERVED_SPECIMEN","PRESENT",3876019,6,7707728,220,691,2407,7273809,8910944,8910944,"Sarcomphalus joazeiro (Mart.) Hauenschild","Plantae","Tracheophyta","Rosales","Rhamnaceae","Sarcomphalus","Sarcomphalus joazeiro","Ziziphus","joazeiro","SPECIES","SYNONYM","2010-10-01T00:00:00","SOUTH_AMERICA","Sergipe",2010,3,29,"2010-03-29T00:00:00","2019-11-27T16:52:11.000+0000","2020-11-09T12:12:51.766+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","BRA","Brazil","BRA.26_1","Sergipe","BRA.26.53_1","Poço Redondo","BRA.26.53.1_1","Poço Redondo","WGS84","Magnoliopsida","BR","none","none","Brazil","ASE - Herbário da Universidade Federal de Sergipe","265","BRA:UFS:ASE:17542","Poço Redondo","Serra da Guia","ASE - Herbário da Universidade Federal de Sergipe",2464792840,"ASE","pt","BRA:UFS:ASE:17542","Collection","Machado, WJ; Santos, LAS; Suzarte, FB","17542","Universidade Federal de Sergipe","Universidade Federal de Sergipe","Folhas simples e alternas, inflorescência com flores pouco vistosas, pétalas (5) verdes, estames (5) laranja, frutos alaranjados (maduros).; Folhas simples e alternas, inflorescência com flores pouco vistosas, pétalas (5) verdes, esta","Machado, WJ","Ziziphus joazeiro Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"273",2464793053,"Ziziphus joazeiro Mart.",-10.708333,-38.183333,"gass84","76823beb-2f33-47a6-96a1-ccd2df47ac28","9243118c-e750-412b-91f4-ac987666eee1","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2020-11-09T12:12:34.375+0000","2020-11-09T12:12:49.958+0000",249,"none","PRESERVED_SPECIMEN","PRESENT",3876019,6,7707728,220,691,2407,7273809,8910944,8910944,"Sarcomphalus joazeiro (Mart.) Hauenschild","Plantae","Tracheophyta","Rosales","Rhamnaceae","Sarcomphalus","Sarcomphalus joazeiro","Ziziphus","joazeiro","SPECIES","SYNONYM","2014-02-10T00:00:00","SOUTH_AMERICA","Sergipe",2010,3,16,"2010-03-16T00:00:00","2019-11-27T16:52:11.000+0000","2020-11-09T12:12:49.958+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","BRA","Brazil","BRA.26_1","Sergipe","BRA.26.54_1","Poço Verde","BRA.26.54.1_1","Poço Verde","WGS84","Magnoliopsida","BR","none","none","Brazil","ASE - Herbário da Universidade Federal de Sergipe","43","BRA:UFS:ASE:16513","Poço Verde","Assentamento Santa Maria da Lage","ASE - Herbário da Universidade Federal de Sergipe",2464793053,"ASE","pt","BRA:UFS:ASE:16513","Collection","Ferreira, EVR","16513","Universidade Federal de Sergipe","Universidade Federal de Sergipe","Árvore, frutos arredondados.; Árvore, frutos arredondados.; Mata de Caatinga.","Silva, ACC","Ziziphus joazeiro Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"274",2464795295,"Ziziphus joazeiro Mart.",-10.291111,-36.607778,"gass84","76823beb-2f33-47a6-96a1-ccd2df47ac28","9243118c-e750-412b-91f4-ac987666eee1","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2020-11-09T12:12:34.375+0000","2020-11-09T12:12:48.455+0000",249,"none","PRESERVED_SPECIMEN","PRESENT",3876019,6,7707728,220,691,2407,7273809,8910944,8910944,"Sarcomphalus joazeiro (Mart.) Hauenschild","Plantae","Tracheophyta","Rosales","Rhamnaceae","Sarcomphalus","Sarcomphalus joazeiro","Ziziphus","joazeiro","SPECIES","SYNONYM","2010-05-05T00:00:00","SOUTH_AMERICA","Sergipe",2010,3,3,"2010-03-03T00:00:00","2019-11-27T16:52:11.000+0000","2020-11-09T12:12:48.455+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","BRA","Brazil","BRA.26_1","Sergipe","BRA.26.64_1","Santana do São Francisco","BRA.26.64.1_1","Santana do São Francisco","WGS84","Magnoliopsida","BR","none","none","Brazil","ASE - Herbário da Universidade Federal de Sergipe","9","BRA:UFS:ASE:19266","Santana do São Francisco","Povoado Saúde","ASE - Herbário da Universidade Federal de Sergipe",2464795295,"ASE","pt","BRA:UFS:ASE:19266","Collection","Marroquim, PMG; Almeida, ES; Duarte, JMM","19266","Universidade Federal de Sergipe","Universidade Federal de Sergipe","Árvore, cerca de 8m; frutos imaturos verdes; folhas alternas, margem serreada.; Árvore, cerca de 8m; frutos imaturos verdes; folhas alternas, margem serreada.; Mata Ciliar.","Marroquim, PMG","Ziziphus joazeiro Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"275",1089190671,"Ziziphus joazeiro Mart.",-12.243056,-38.858056,"gass84","c9bc6b8d-a4ff-4a47-9cff-d0d1b9e548c7","f4cf14c8-58db-4947-a93c-e43f2b7fe171","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2020-11-09T12:22:37.695+0000","2020-11-09T12:23:11.437+0000",237,"none","PRESERVED_SPECIMEN","PRESENT",3876019,6,7707728,220,691,2407,7273809,8910944,8910944,"Sarcomphalus joazeiro (Mart.) Hauenschild","Plantae","Tracheophyta","Rosales","Rhamnaceae","Sarcomphalus","Sarcomphalus joazeiro","Ziziphus","joazeiro","SPECIES","SYNONYM",NA,"SOUTH_AMERICA","Bahia",2010,4,27,"2010-04-27T00:00:00","2020-04-22T19:23:26.000+0000","2020-11-09T12:23:11.437+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","BRA","Brazil","BRA.5_1","Bahia","BRA.5.132_1","Feira de Santana","BRA.5.132.5_1","Jaíba","WGS84","Magnoliopsida","BR","none","none","Brazil","JPB - Herbário Lauro Pires Xavier","30","BRA:UFPB:JPB:54523","Feira de Santana","Jaiba, periferia do povoado de São Roque.","JPB - Herbário Lauro Pires Xavier",1089190671,"JPB","pt","BRA:UFPB:JPB:54523","Collection","Silva, M; Coutinho, K; Souza, I; França, F","54523","UFPB","Universidade Federal da Paraíba","; DESC: Arbusto ca. 5 m alt. Fruto maduro amarelo.",NA,"Ziziphus joazeiro Mart.",NA,215,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"276",1089181947,"Ziziphus joazeiro Mart.",-7.001944,-38.220556,"gass84","c9bc6b8d-a4ff-4a47-9cff-d0d1b9e548c7","f4cf14c8-58db-4947-a93c-e43f2b7fe171","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2020-11-09T12:22:37.695+0000","2020-11-09T12:23:09.396+0000",237,"none","PRESERVED_SPECIMEN","PRESENT",3876019,6,7707728,220,691,2407,7273809,8910944,8910944,"Sarcomphalus joazeiro (Mart.) Hauenschild","Plantae","Tracheophyta","Rosales","Rhamnaceae","Sarcomphalus","Sarcomphalus joazeiro","Ziziphus","joazeiro","SPECIES","SYNONYM",NA,"SOUTH_AMERICA","Paraíba",2010,5,8,"2010-05-08T00:00:00","2020-04-22T19:23:26.000+0000","2020-11-09T12:23:09.396+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","BRA","Brazil","BRA.15_1","Paraíba","BRA.15.183_1","São José da Lagoa Tapada","BRA.15.183.1_1","São José da Lagoa Tapada","WGS84","Magnoliopsida","BR","none","none","Brazil","JPB - Herbário Lauro Pires Xavier","2851","BRA:UFPB:JPB:45790","São José da Lagoa Tapada","Serra de Santa Catarina","JPB - Herbário Lauro Pires Xavier",1089181947,"JPB","pt","BRA:UFPB:JPB:45790","Collection","Gadelha Neto, PC; Pontes, RA","45790","UFPB","Universidade Federal da Paraíba","; HABITAT: Mata Serrana; DESC: Árvore frondosa, espinescente. Ramos jovens tortuosos. Folhas simples, cartáceas. Frutos globosos lenticelados. Substrato areno-argiloso.",NA,"Ziziphus joazeiro Mart.",NA,566,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
